,AQI,城市道路照明灯千盏,城市公共汽、电车车辆运营数辆,城市公共汽、电车运营线路总长度公里,城市建设用地面积平方公里,城市绿地面积公顷,城市排水管道长度公里,城市桥梁座,城市清扫保洁面积万平方米,城市燃气普及率%,城市人口密度人每平方公里,城市污水日处理能力万立方米,城市用水普及率%,除涝面积千公顷,低温冷冻和雪灾受灾面积千公顷,电子商务采购额亿元,电子商务销售额亿元,发明专利授权数件,分地区公路货运量(万吨,分地区水路货运量万吨,分地区铁路货运量万吨,分地区用电量亿千瓦小时,风雹灾害受灾面积千公顷,公路货物周转量亿吨公里).,公路客运量万人,公路旅客周转量亿人公里,供热面积万平方米,供热总量-热水万吉焦,供热总量-蒸汽万吉焦,国家自然保护区个数(个,国家自然保护区面积万公顷,旱灾受灾面积千公顷,洪涝、地质灾害和台风受灾面积千公顷,技术市场成交额万元,建成区绿化覆盖率%,居民人均消费支出元,每万人拥有公共厕所座,每万人拥有公共交通车辆标台,年末人口数.,年末实有道路面积万平方米 ,年末实有道路长度公里,企业期末使用计算机数台,企业拥有网站数个,全年供水总量万立方千米,人工煤气管道长度公里,人工煤气全年供气总量万立方米,人工煤气用气人口数万人,人均城市道路面积平方米,人均公园绿地面积平方米,人均可支配收入元,人均生活用水量升,生活垃圾清运量万吨,生活垃圾无害化处理厂数座,生活垃圾无害化处理量万吨,生活垃圾无害化处理率(%).,生活垃圾无害化处理能力吨每日,实用新型专利授权数件,受灾人口万人次,水库总容量亿立方米,水路货物周转量亿吨公里,水土流失治理面积千公顷,水运客运量万人,水运旅客周转量亿人公里,天然气管道长度公里,天然气全年供气总量万立方米,天然气用气人口数万人,铁路货物周转量亿吨公里,铁路客运量万人,铁路旅客周转量亿人公里,外观设计专利授权数件,液化石油气管道长度公里,液化石油气全年供气总量吨,液化石油气用气人口万人,用水人口万人,有电子商务交易活动企业数个,主要城市降水量毫米,主要城市平均气温摄氏度,主要城市平均相对湿度%,主要城市日照时数小时,城区面积（平方公里）.xlsx,城市出租汽车（辆）.xlsx,城市道路照明灯（千盏）.xlsx,城市公共汽、电车车辆运营数（辆）.xlsx,城市公共汽、电车运营线路总长度（公里）.xlsx,城市建设用地面积（平方公里）.xlsx,城市绿地面积（公顷）.xlsx,城市排水管道长度（公里）.xlsx,城市桥梁（座）.xlsx,城市清扫保洁面积（万平方米）.xlsx,城市燃气普及率（%）.xlsx,城市人口密度（人每平方公里）.xlsx,城市污水日处理能力（万立方米）.xlsx,城市用水普及率（%）.xlsx,除涝面积（千公顷）.xlsx,低温冷冻和雪灾受灾面积（千公顷）.xlsx,电子商务采购额（亿元）.xlsx,电子商务销售额（亿元）.xlsx,发明专利授权数（件）.xlsx,分地区公路货运量(万吨）.xlsx,分地区水路货运量（万吨）.xlsx,分地区铁路货运量（万吨）.xlsx,分地区用电量（亿千瓦小时）.xlsx,风雹灾害受灾面积（千公顷）.xlsx,公路货物周转量（亿吨公里).xlsx,公路客运量（万人）.xlsx,公路旅客周转量（亿人公里）.xlsx,供热面积（万平方米）.xlsx,供热总量-热水（万吉焦）.xlsx,供热总量-蒸汽（万吉焦）.xlsx,国家自然保护区个数(个）.xlsx,国家自然保护区面积（万公顷）.xlsx,旱灾受灾面积（千公顷）.xlsx,洪涝、地质灾害和台风受灾面积（千公顷）.xlsx,技术市场成交额（万元）.xlsx,建成区绿化覆盖率（%）.xlsx,居民人均消费支出（元）.xlsx,每万人拥有公共厕所（座）.xlsx,每万人拥有公共交通车辆（标台）.xlsx,年末人口数.xlsx,年末实有道路面积（万平方米 ）.xlsx,年末实有道路长度（公里）.xlsx,企业期末使用计算机数（台）.xlsx,企业拥有网站数（个）.xlsx,全年供水总量（万立方千米）.xlsx,人工煤气管道长度（公里）.xlsx,人工煤气全年供气总量（万立方米）.xlsx,人工煤气用气人口数（万人）.xlsx,人均城市道路面积（平方米）.xlsx,人均公园绿地面积（平方米）.xlsx,人均可支配收入（元）.xlsx,人均生活用水量（升）.xlsx,生活垃圾清运量（万吨）.xlsx,生活垃圾无害化处理厂数（座）.xlsx,生活垃圾无害化处理量（万吨）.xlsx,生活垃圾无害化处理率(%).xlsx,生活垃圾无害化处理能力（吨每日）.xlsx,实用新型专利授权数（件）.xlsx,受灾人口（万人次）.xlsx,水库总容量（亿立方米）.xlsx,水路货物周转量（亿吨公里）.xlsx,水土流失治理面积（千公顷）.xlsx,水运客运量（万人）.xlsx,水运旅客周转量（亿人公里）.xlsx,天然气管道长度（公里）.xlsx,天然气全年供气总量（万立方米）.xlsx,天然气用气人口数（万人）.xlsx,铁路货物周转量（亿吨公里）.xlsx,铁路客运量（万人）.xlsx,铁路旅客周转量（亿人公里）.xlsx,外观设计专利授权数（件）.xlsx,液化石油气管道长度（公里）.xlsx,液化石油气全年供气总量（吨）.xlsx,液化石油气用气人口（万人）.xlsx,用水人口（万人）.xlsx,有电子商务交易活动企业数（个）.xlsx,主要城市降水量（毫米）.xlsx,主要城市平均气温（摄氏度）.xlsx,主要城市平均相对湿度（%）.xlsx,主要城市日照时数（小时）.xlsx
2015-上海,49586.00 ,532.00 ,16531.00 ,24027.00 ,2915.60 ,127332.00 ,16920.00 ,2524.00 ,17366.00 ,100.00 ,3809.00 ,785.00 ,100.00 ,60.20 ,NA,6119.80 ,12879.40 ,17601.00 ,40627.00 ,49770.00 ,496.00 ,1406.00 ,NA,289.56 ,3766.00 ,125.45 ,NA,NA,NA,2.00 ,6.60 ,NA,12.30 ,6637838.00 ,38.50 ,34783.60 ,2.57 ,12.36 ,2458.00 ,10317.00 ,4989.00 ,3147939.00 ,23617.00 ,312224.00 ,NA,5309.00 ,NA,4.27 ,7.62 ,49867.20 ,190.20 ,613.20 ,12.00 ,613.20 ,100.00 ,20530.00 ,33131.00 ,16.90 ,NA,19195.54 ,NA,386.00 ,0.81 ,28601.00 ,734776.00 ,1594.20 ,10.79 ,9692.00 ,88.95 ,9891.00 ,516.00 ,424112.00 ,821.10 ,2415.30 ,4231.00 ,1648.80 ,17.00 ,74.00 ,1495.60 ,6340.50 ,49586.00 ,532.00 ,16531.00 ,24027.00 ,2915.60 ,127332.00 ,16920.00 ,2524.00 ,17366.00 ,100.00 ,3809.00 ,785.00 ,100.00 ,60.20 ,NA,6119.80 ,12879.40 ,17601.00 ,40627.00 ,49770.00 ,496.00 ,1406.00 ,NA,289.56 ,3766.00 ,125.45 ,NA,NA,NA,2.00 ,6.60 ,NA,12.30 ,6637838.00 ,38.50 ,34783.60 ,2.57 ,12.36 ,2458.00 ,10317.00 ,4989.00 ,3147939.00 ,23617.00 ,312224.00 ,NA,5309.00 ,NA,4.27 ,7.62 ,49867.20 ,190.20 ,613.20 ,12.00 ,613.20 ,100.00 ,20530.00 ,33131.00 ,16.90 ,NA,19195.54 ,NA,386.00 ,0.81 ,28601.00 ,734776.00 ,1594.20 ,10.79 ,9692.00 ,88.95 ,9891.00 ,516.00 ,424112.00 ,821.10 ,2415.30 ,4231.00 ,1648.80 ,17.00 ,74.00 ,1495.60 
2015-四川,35342.00 ,984.40 ,21266.00 ,22745.00 ,2226.70 ,87096.00 ,22486.00 ,2081.00 ,30196.00 ,92.46 ,1902.00 ,565.90 ,93.05 ,103.10 ,9.70 ,NA,NA,9105.00 ,138622.00 ,8688.00 ,7287.00 ,1992.00 ,71.70 ,1480.58 ,124014.00 ,671.63 ,NA,NA,NA,30.00 ,293.60 ,222.90 ,258.10 ,2823202.00 ,38.70 ,13632.10 ,2.14 ,13.52 ,8196.00 ,27937.00 ,13378.00 ,NA,NA,220010.00 ,613.00 ,165604.00 ,51.90 ,13.63 ,11.96 ,17221.00 ,204.10 ,823.60 ,45.00 ,797.10 ,96.80 ,22565.00 ,31420.00 ,997.50 ,381.00 ,183.45 ,8510.30 ,2748.00 ,2.63 ,39839.00 ,627976.00 ,1702.90 ,723.41 ,9207.00 ,313.51 ,24428.00 ,435.00 ,173652.00 ,140.40 ,1907.20 ,3574.00 ,880.20 ,16.80 ,81.00 ,1038.40 ,10777.70 ,35342.00 ,984.40 ,21266.00 ,22745.00 ,2226.70 ,87096.00 ,22486.00 ,2081.00 ,30196.00 ,92.46 ,1902.00 ,565.90 ,93.05 ,103.10 ,9.70 ,NA,NA,9105.00 ,138622.00 ,8688.00 ,7287.00 ,1992.00 ,71.70 ,1480.58 ,124014.00 ,671.63 ,NA,NA,NA,30.00 ,293.60 ,222.90 ,258.10 ,2823202.00 ,38.70 ,13632.10 ,2.14 ,13.52 ,8196.00 ,27937.00 ,13378.00 ,NA,NA,220010.00 ,613.00 ,165604.00 ,51.90 ,13.63 ,11.96 ,17221.00 ,204.10 ,823.60 ,45.00 ,797.10 ,96.80 ,22565.00 ,31420.00 ,997.50 ,381.00 ,183.45 ,8510.30 ,2748.00 ,2.63 ,39839.00 ,627976.00 ,1702.90 ,723.41 ,9207.00 ,313.51 ,24428.00 ,435.00 ,173652.00 ,140.40 ,1907.20 ,3574.00 ,880.20 ,16.80 ,81.00 ,1038.40 
2015-天津,31940.00 ,350.70 ,11619.00 ,15866.00 ,870.20 ,28406.00 ,19543.00 ,953.00 ,11769.00 ,100.00 ,3492.00 ,285.90 ,100.00 ,369.30 ,NA,2068.40 ,3148.60 ,4624.00 ,30551.00 ,9850.00 ,8378.00 ,801.00 ,NA,345.20 ,14219.00 ,81.70 ,37678.00 ,12304.00 ,1329.00 ,3.00 ,3.80 ,NA,NA,5034369.00 ,36.40 ,24162.50 ,1.52 ,16.30 ,1439.00 ,14019.00 ,7636.00 ,882292.00 ,9888.00 ,85260.00 ,NA,NA,NA,16.02 ,10.13 ,31291.40 ,119.60 ,240.70 ,9.00 ,223.20 ,92.70 ,10200.00 ,28486.00 ,NA,26.50 ,1729.21 ,97.30 ,72.00 ,0.14 ,19356.00 ,306630.00 ,847.40 ,444.81 ,4054.00 ,170.47 ,4232.00 ,NA,50494.00 ,27.90 ,875.20 ,1655.00 ,574.20 ,13.70 ,59.00 ,2221.10 ,2506.10 ,31940.00 ,350.70 ,11619.00 ,15866.00 ,870.20 ,28406.00 ,19543.00 ,953.00 ,11769.00 ,100.00 ,3492.00 ,285.90 ,100.00 ,369.30 ,NA,2068.40 ,3148.60 ,4624.00 ,30551.00 ,9850.00 ,8378.00 ,801.00 ,NA,345.20 ,14219.00 ,81.70 ,37678.00 ,12304.00 ,1329.00 ,3.00 ,3.80 ,NA,NA,5034369.00 ,36.40 ,24162.50 ,1.52 ,16.30 ,1439.00 ,14019.00 ,7636.00 ,882292.00 ,9888.00 ,85260.00 ,NA,NA,NA,16.02 ,10.13 ,31291.40 ,119.60 ,240.70 ,9.00 ,223.20 ,92.70 ,10200.00 ,28486.00 ,NA,26.50 ,1729.21 ,97.30 ,72.00 ,0.14 ,19356.00 ,306630.00 ,847.40 ,444.81 ,4054.00 ,170.47 ,4232.00 ,NA,50494.00 ,27.90 ,875.20 ,1655.00 ,574.20 ,13.70 ,59.00 ,2221.10 
2015-武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-西藏,1882.00 ,59.60 ,544.00 ,1035.00 ,143.40 ,5332.00 ,1422.00 ,18.00 ,5714.00 ,79.98 ,1750.00 ,7.40 ,88.06 ,338.70 ,1.50 ,7.30 ,31.40 ,40.00 ,2077.00 ,NA,48.00 ,41.00 ,1.40 ,96.10 ,NA,NA,22.00 ,NA,140.00 ,9.00 ,3715.30 ,1.30 ,7.60 ,NA,42.60 ,8245.80 ,4.19 ,9.05 ,330.00 ,1891.00 ,1037.00 ,25237.00 ,394.00 ,15607.00 ,NA,NA,NA,24.98 ,11.65 ,12254.30 ,403.60 ,32.90 ,NA,NA,NA,NA,51.00 ,55.40 ,29.10 ,NA,466.10 ,NA,NA,1677.00 ,1346.00 ,24.00 ,23.54 ,NA,NA,107.00 ,1.00 ,66661.00 ,36.60 ,66.70 ,76.00 ,340.00 ,9.50 ,34.00 ,3112.40 ,432.60 ,1882.00 ,59.60 ,544.00 ,1035.00 ,143.40 ,5332.00 ,1422.00 ,18.00 ,5714.00 ,79.98 ,1750.00 ,7.40 ,88.06 ,338.70 ,1.50 ,7.30 ,31.40 ,40.00 ,2077.00 ,NA,48.00 ,41.00 ,1.40 ,96.10 ,NA,NA,22.00 ,NA,140.00 ,9.00 ,3715.30 ,1.30 ,7.60 ,NA,42.60 ,8245.80 ,4.19 ,9.05 ,330.00 ,1891.00 ,1037.00 ,25237.00 ,394.00 ,15607.00 ,NA,NA,NA,24.98 ,11.65 ,12254.30 ,403.60 ,32.90 ,NA,NA,NA,NA,51.00 ,55.40 ,29.10 ,NA,466.10 ,NA,NA,1677.00 ,1346.00 ,24.00 ,23.54 ,NA,NA,107.00 ,1.00 ,66661.00 ,36.60 ,66.70 ,76.00 ,340.00 ,9.50 ,34.00 ,3112.40 
2015-新疆,31704.00 ,562.80 ,9587.00 ,8184.00 ,1166.70 ,60775.00 ,6538.00 ,489.00 ,14489.00 ,97.63 ,2557.00 ,241.30 ,98.81 ,21.70 ,77.20 ,562.20 ,711.20 ,950.00 ,64505.00 ,NA,6168.00 ,2160.00 ,568.50 ,1060.46 ,33229.00 ,249.27 ,30728.00 ,16028.00 ,1257.00 ,11.00 ,1218.90 ,224.00 ,90.30 ,30322.00 ,37.50 ,12867.40 ,3.44 ,16.08 ,2385.00 ,12827.00 ,7418.00 ,434579.00 ,3540.00 ,92245.00 ,61.00 ,1752.00 ,5.00 ,17.69 ,11.50 ,16859.10 ,170.60 ,380.00 ,23.00 ,307.40 ,80.90 ,9205.00 ,5049.00 ,282.60 ,195.00 ,NA,1128.90 ,NA,NA,12833.00 ,447797.00 ,647.80 ,712.48 ,2719.00 ,228.02 ,2762.00 ,75.00 ,60174.00 ,55.00 ,716.40 ,571.00 ,408.90 ,8.80 ,58.00 ,2798.80 ,2835.40 ,31704.00 ,562.80 ,9587.00 ,8184.00 ,1166.70 ,60775.00 ,6538.00 ,489.00 ,14489.00 ,97.63 ,2557.00 ,241.30 ,98.81 ,21.70 ,77.20 ,562.20 ,711.20 ,950.00 ,64505.00 ,NA,6168.00 ,2160.00 ,568.50 ,1060.46 ,33229.00 ,249.27 ,30728.00 ,16028.00 ,1257.00 ,11.00 ,1218.90 ,224.00 ,90.30 ,30322.00 ,37.50 ,12867.40 ,3.44 ,16.08 ,2385.00 ,12827.00 ,7418.00 ,434579.00 ,3540.00 ,92245.00 ,61.00 ,1752.00 ,5.00 ,17.69 ,11.50 ,16859.10 ,170.60 ,380.00 ,23.00 ,307.40 ,80.90 ,9205.00 ,5049.00 ,282.60 ,195.00 ,NA,1128.90 ,NA,NA,12833.00 ,447797.00 ,647.80 ,712.48 ,2719.00 ,228.02 ,2762.00 ,75.00 ,60174.00 ,55.00 ,716.40 ,571.00 ,408.90 ,8.80 ,58.00 ,2798.80 
2015-云南,18793.00 ,473.90 ,9868.00 ,19824.00 ,975.20 ,39416.00 ,11477.00 ,693.00 ,16769.00 ,76.79 ,2943.00 ,245.20 ,97.33 ,270.80 ,169.70 ,431.40 ,2828.40 ,2079.00 ,101993.00 ,507.00 ,5108.00 ,1439.00 ,112.00 ,1077.89 ,43688.00 ,330.21 ,NA,NA,NA,20.00 ,150.30 ,514.90 ,231.60 ,518364.00 ,37.30 ,11005.40 ,2.94 ,12.62 ,4663.00 ,12690.00 ,6166.00 ,612666.00 ,7115.00 ,81875.00 ,3098.00 ,33959.00 ,193.10 ,14.23 ,10.57 ,15222.60 ,132.80 ,371.00 ,24.00 ,334.10 ,90.00 ,9109.00 ,7437.00 ,1279.20 ,741.60 ,12.44 ,8074.40 ,1157.00 ,2.50 ,1817.00 ,7345.00 ,169.20 ,409.95 ,3949.00 ,123.87 ,2142.00 ,109.00 ,210095.00 ,322.40 ,867.90 ,1313.00 ,1190.70 ,16.20 ,70.00 ,2388.90 ,3029.40 ,18793.00 ,473.90 ,9868.00 ,19824.00 ,975.20 ,39416.00 ,11477.00 ,693.00 ,16769.00 ,76.79 ,2943.00 ,245.20 ,97.33 ,270.80 ,169.70 ,431.40 ,2828.40 ,2079.00 ,101993.00 ,507.00 ,5108.00 ,1439.00 ,112.00 ,1077.89 ,43688.00 ,330.21 ,NA,NA,NA,20.00 ,150.30 ,514.90 ,231.60 ,518364.00 ,37.30 ,11005.40 ,2.94 ,12.62 ,4663.00 ,12690.00 ,6166.00 ,612666.00 ,7115.00 ,81875.00 ,3098.00 ,33959.00 ,193.10 ,14.23 ,10.57 ,15222.60 ,132.80 ,371.00 ,24.00 ,334.10 ,90.00 ,9109.00 ,7437.00 ,1279.20 ,741.60 ,12.44 ,8074.40 ,1157.00 ,2.50 ,1817.00 ,7345.00 ,169.20 ,409.95 ,3949.00 ,123.87 ,2142.00 ,109.00 ,210095.00 ,322.40 ,867.90 ,1313.00 ,1190.70 ,16.20 ,70.00 ,2388.90 
2015-浙江,37416.00 ,1458.10 ,28956.00 ,59971.00 ,2469.70 ,138039.00 ,38203.00 ,10283.00 ,39195.00 ,99.91 ,1914.00 ,882.10 ,99.95 ,537.70 ,NA,1751.60 ,5581.20 ,23345.00 ,122547.00 ,74797.00 ,3887.00 ,3554.00 ,0.80 ,1513.92 ,92304.00 ,544.76 ,4429.00 ,NA,5469.00 ,10.00 ,14.70 ,NA,392.40 ,980966.00 ,40.60 ,24116.90 ,3.78 ,15.99 ,5985.00 ,39293.00 ,20475.00 ,3442569.00 ,47634.00 ,327217.00 ,112.00 ,488.00 ,4.30 ,18.12 ,13.19 ,35537.10 ,196.20 ,1332.60 ,59.00 ,1322.20 ,99.20 ,47855.00 ,124465.00 ,704.60 ,444.20 ,8142.64 ,3655.40 ,3841.00 ,5.84 ,28520.00 ,319276.00 ,1004.60 ,213.16 ,15224.00 ,541.93 ,87173.00 ,2847.00 ,695947.00 ,1157.30 ,2166.90 ,10707.00 ,2131.90 ,17.50 ,75.00 ,1315.80 ,11326.50 ,37416.00 ,1458.10 ,28956.00 ,59971.00 ,2469.70 ,138039.00 ,38203.00 ,10283.00 ,39195.00 ,99.91 ,1914.00 ,882.10 ,99.95 ,537.70 ,NA,1751.60 ,5581.20 ,23345.00 ,122547.00 ,74797.00 ,3887.00 ,3554.00 ,0.80 ,1513.92 ,92304.00 ,544.76 ,4429.00 ,NA,5469.00 ,10.00 ,14.70 ,NA,392.40 ,980966.00 ,40.60 ,24116.90 ,3.78 ,15.99 ,5985.00 ,39293.00 ,20475.00 ,3442569.00 ,47634.00 ,327217.00 ,112.00 ,488.00 ,4.30 ,18.12 ,13.19 ,35537.10 ,196.20 ,1332.60 ,59.00 ,1322.20 ,99.20 ,47855.00 ,124465.00 ,704.60 ,444.20 ,8142.64 ,3655.40 ,3841.00 ,5.84 ,28520.00 ,319276.00 ,1004.60 ,213.16 ,15224.00 ,541.93 ,87173.00 ,2847.00 ,695947.00 ,1157.30 ,2166.90 ,10707.00 ,2131.90 ,17.50 ,75.00 ,1315.80 
2015-重庆,20631.00 ,511.60 ,11573.00 ,13342.00 ,1115.90 ,55934.00 ,12961.00 ,1433.00 ,15313.00 ,95.34 ,1904.00 ,273.80 ,96.87 ,NA,NA,NA,NA,3964.00 ,86931.00 ,15040.00 ,1862.00 ,875.00 ,10.20 ,851.23 ,57556.00 ,376.45 ,NA,NA,NA,6.00 ,25.50 ,NA,60.60 ,572366.00 ,40.30 ,15139.50 ,2.40 ,11.03 ,3070.00 ,16128.00 ,7712.00 ,NA,NA,121494.00 ,NA,NA,NA,12.05 ,16.99 ,20110.10 ,152.00 ,440.00 ,18.00 ,433.90 ,98.60 ,9350.00 ,25444.00 ,189.20 ,120.10 ,1700.08 ,3070.00 ,732.00 ,6.08 ,20051.00 ,349378.00 ,1180.60 ,158.22 ,3994.00 ,151.03 ,9506.00 ,NA,76435.00 ,95.10 ,1296.10 ,NA,1448.70 ,19.60 ,75.00 ,1129.80 ,7026.60 ,20631.00 ,511.60 ,11573.00 ,13342.00 ,1115.90 ,55934.00 ,12961.00 ,1433.00 ,15313.00 ,95.34 ,1904.00 ,273.80 ,96.87 ,NA,NA,NA,NA,3964.00 ,86931.00 ,15040.00 ,1862.00 ,875.00 ,10.20 ,851.23 ,57556.00 ,376.45 ,NA,NA,NA,6.00 ,25.50 ,NA,60.60 ,572366.00 ,40.30 ,15139.50 ,2.40 ,11.03 ,3070.00 ,16128.00 ,7712.00 ,NA,NA,121494.00 ,NA,NA,NA,12.05 ,16.99 ,20110.10 ,152.00 ,440.00 ,18.00 ,433.90 ,98.60 ,9350.00 ,25444.00 ,189.20 ,120.10 ,1700.08 ,3070.00 ,732.00 ,6.08 ,20051.00 ,349378.00 ,1180.60 ,158.22 ,3994.00 ,151.03 ,9506.00 ,NA,76435.00 ,95.10 ,1296.10 ,NA,1448.70 ,19.60 ,75.00 ,1129.80 
2016-安徽,39199.00 ,1015.00 ,14473.00 ,14760.00 ,1959.70 ,98555.00 ,26388.00 ,1748.00 ,30833.00 ,98.05 ,2487.00 ,507.70 ,99.20 ,2357.70 ,19.30 ,1967.70 ,2894.70 ,15292.00 ,244526.00 ,110776.00 ,9265.00 ,NA,35.20 ,4915.71 ,70523.00 ,491.27 ,2891.00 ,36.00 ,1490.00 ,NA,NA,179.50 ,1107.20 ,2173748.00 ,41.70 ,14711.50 ,2.25 ,11.95 ,6033.00 ,33100.00 ,14154.00 ,1224293.00 ,26314.00 ,186543.00 ,NA,NA,NA,21.82 ,14.02 ,19998.10 ,180.20 ,540.00 ,28.00 ,539.60 ,99.90 ,18087.00 ,38773.00 ,1487.80 ,325.10 ,5260.97 ,1901.80 ,213.00 ,0.41 ,21308.00 ,285424.00 ,1264.00 ,719.69 ,10370.00 ,695.69 ,6918.00 ,262.00 ,731114.00 ,223.60 ,1505.00 ,5001.00 ,1502.00 ,17.00 ,76.00 ,1653.60 ,6100.40 ,39199.00 ,1015.00 ,14473.00 ,14760.00 ,1959.70 ,98555.00 ,26388.00 ,1748.00 ,30833.00 ,98.05 ,2487.00 ,507.70 ,99.20 ,2357.70 ,19.30 ,1967.70 ,2894.70 ,15292.00 ,244526.00 ,110776.00 ,9265.00 ,NA,35.20 ,4915.71 ,70523.00 ,491.27 ,2891.00 ,36.00 ,1490.00 ,NA,NA,179.50 ,1107.20 ,2173748.00 ,41.70 ,14711.50 ,2.25 ,11.95 ,6033.00 ,33100.00 ,14154.00 ,1224293.00 ,26314.00 ,186543.00 ,NA,NA,NA,21.82 ,14.02 ,19998.10 ,180.20 ,540.00 ,28.00 ,539.60 ,99.90 ,18087.00 ,38773.00 ,1487.80 ,325.10 ,5260.97 ,1901.80 ,213.00 ,0.41 ,21308.00 ,285424.00 ,1264.00 ,719.69 ,10370.00 ,695.69 ,6918.00 ,262.00 ,731114.00 ,223.60 ,1505.00 ,5001.00 ,1502.00 ,17.00 ,76.00 ,1653.60 
2016-北京,68484.00 ,300.60 ,22688.00 ,19818.00 ,1463.80 ,82113.00 ,16901.00 ,2282.00 ,14678.00 ,100.00 ,1145.00 ,630.90 ,100.00 ,1.20 ,NA,9340.60 ,12026.70 ,40602.00 ,19972.00 ,NA,762.00 ,NA,18.60 ,161.32 ,48040.00 ,117.67 ,61136.00 ,37568.00 ,166.00 ,NA,NA,NA,16.10 ,39409752.00 ,48.40 ,35415.70 ,2.87 ,24.31 ,2195.00 ,14316.00 ,8086.00 ,4033558.00 ,20305.00 ,191371.00 ,NA,NA,NA,7.62 ,16.01 ,52530.40 ,173.10 ,872.60 ,27.00 ,871.20 ,99.80 ,24341.00 ,44710.00 ,24.80 ,52.20 ,NA,742.70 ,NA,NA,23575.00 ,1622393.00 ,1447.30 ,664.12 ,13479.00 ,150.82 ,15266.00 ,405.00 ,500213.00 ,432.30 ,2088.50 ,5661.00 ,669.10 ,13.80 ,52.00 ,2502.10 ,16410.00 ,68484.00 ,300.60 ,22688.00 ,19818.00 ,1463.80 ,82113.00 ,16901.00 ,2282.00 ,14678.00 ,100.00 ,1145.00 ,630.90 ,100.00 ,1.20 ,NA,9340.60 ,12026.70 ,40602.00 ,19972.00 ,NA,762.00 ,NA,18.60 ,161.32 ,48040.00 ,117.67 ,61136.00 ,37568.00 ,166.00 ,NA,NA,NA,16.10 ,39409752.00 ,48.40 ,35415.70 ,2.87 ,24.31 ,2195.00 ,14316.00 ,8086.00 ,4033558.00 ,20305.00 ,191371.00 ,NA,NA,NA,7.62 ,16.01 ,52530.40 ,173.10 ,872.60 ,27.00 ,871.20 ,99.80 ,24341.00 ,44710.00 ,24.80 ,52.20 ,NA,742.70 ,NA,NA,23575.00 ,1622393.00 ,1447.30 ,664.12 ,13479.00 ,150.82 ,15266.00 ,405.00 ,500213.00 ,432.30 ,2088.50 ,5661.00 ,669.10 ,13.80 ,52.00 ,2502.10 
2016-福建,21727.00 ,723.30 ,16094.00 ,23554.00 ,1365.60 ,67248.00 ,14329.00 ,1841.00 ,16336.00 ,97.21 ,2758.00 ,382.80 ,99.52 ,156.50 ,155.90 ,877.90 ,2399.30 ,7170.00 ,85770.00 ,31664.00 ,2918.00 ,NA,1.50 ,1094.70 ,39137.00 ,251.95 ,NA,NA,NA,NA,NA,NA,229.30 ,432204.00 ,43.30 ,20167.50 ,2.15 ,15.26 ,4016.00 ,17657.00 ,8656.00 ,1557898.00 ,20786.00 ,164603.00 ,335.00 ,3000.00 ,21.10 ,14.41 ,13.08 ,27607.90 ,191.50 ,657.00 ,26.00 ,646.70 ,98.40 ,19431.00 ,42110.00 ,562.30 ,193.00 ,4846.44 ,3579.00 ,2016.00 ,2.72 ,8486.00 ,159641.00 ,491.40 ,129.45 ,10496.00 ,338.61 ,17862.00 ,213.00 ,277437.00 ,678.20 ,1219.20 ,5158.00 ,2263.40 ,21.00 ,77.00 ,1287.20 ,4440.90 ,21727.00 ,723.30 ,16094.00 ,23554.00 ,1365.60 ,67248.00 ,14329.00 ,1841.00 ,16336.00 ,97.21 ,2758.00 ,382.80 ,99.52 ,156.50 ,155.90 ,877.90 ,2399.30 ,7170.00 ,85770.00 ,31664.00 ,2918.00 ,NA,1.50 ,1094.70 ,39137.00 ,251.95 ,NA,NA,NA,NA,NA,NA,229.30 ,432204.00 ,43.30 ,20167.50 ,2.15 ,15.26 ,4016.00 ,17657.00 ,8656.00 ,1557898.00 ,20786.00 ,164603.00 ,335.00 ,3000.00 ,21.10 ,14.41 ,13.08 ,27607.90 ,191.50 ,657.00 ,26.00 ,646.70 ,98.40 ,19431.00 ,42110.00 ,562.30 ,193.00 ,4846.44 ,3579.00 ,2016.00 ,2.72 ,8486.00 ,159641.00 ,491.40 ,129.45 ,10496.00 ,338.61 ,17862.00 ,213.00 ,277437.00 ,678.20 ,1219.20 ,5158.00 ,2263.40 ,21.00 ,77.00 ,1287.20 
